Tiếng Việt,Tiếng BaNa
"Nhờ vậy chương trình được triển khai thực hiện khá đồng bộ, nhịp nhàng và chặt chẽ nên đã làm thay đổi và chuyển biến nhận thức trong giảm nghèo, khơi dậy ý chí chủ động, vươn lên của người nghèo, tiếp nhận và sử dụng có hiệu quả chính sách và nguồn lực hỗ trợ của Nhà nước, của cộng đồng để thoát nghèo, vươn lên khá giả","Yua noh chöông trinh ñei pônhroh pôm khaê alöng oeng kôjaêp kôna jôh pôm tôplih tôdrong baêt lôm tôjul dônuh, pôm kjung tôdrong chu ñoâng, kjung ñông bôngai dônuh, tieâp yok oeng chaê yuoâ ôi thu yok chinh sach oeng nguoân lök tôgum ñông kôpal, ñông naê ma cham pôlei sö ñi dônuh, kjung khaê"
Nhờ đó tình hình kinh tế - xã hội vùng đồng bào dân tộc thiểu số ở huyện Vĩnh Thạnh đã có sự chuyển biến rõ rệt,Yua noh tôdrong kinh teâ xa hoâi apung naê ma kon koâng oei huyeân Vinh Thanh jôh ôi tôdrong tôplih maê ro loi
Đời sống vật chất và tinh thần của trên địa bàn huyện cũng ngày một được cải thiện và có mặt được nâng cao,Tôdrong yaêl arih oeng nöih sôngöm ñông naê ma lôm tôring hhuyeân kung naêr minh ñei alöng oeng ôi tôdrong ñei poâk xuoân
"Tại làng Kon Blo, xã Vĩnh Sơn, tỷ lệ hộ nghèo giảm bình quân mỗi năm từ 4 đến 5 hộ","Lôm pôlei Kon Blo, xa Vinh Sôn, ty leâ unh hnam dônuh tôjul tinh jônum kua minh sônaêm tôjul ñông 4 – 5 unh hnam"
"Có thể thấy, thông qua các chương trình hỗ trợ của nhà nước, đời sống của đồng bào ác dân tộc thiểu số trên địa bàn huyện đã có nhiều khởi sắc","Ôi tôdrong boh ñei, thoi kua rim tôdrong tôgum ñông kôpal, tôdrong yaêl arih ñông naê ma kon koâng lôm tôring huyeân jôh ôi lö tôplih alöng"
"Ngày 22.10, Đoàn chuyên gia của Viện nghiên cứu cây trồng và thực phẩm New Zealand đã phối hợp Văn phòng điều phối rau an toàn tỉnh Bình Định tổ chức buổi tập huấn cho trưởng các nhóm “cùng sở thích” và các hộ nông dân sản xuất rau an toàn của xã Vĩnh Sơn","Naêr 22/10, Khul chuyeân gia ñôêng Vieân nghieân cöu ‘long pôtaêm oeêng ñoâ sa New Zealand jôh adriêng Vaên phong ñieâu phoâi hla nheêm an toan tinh Binh Ñinh pôloêk maêng pôtho khan aên rim pôgôl rim kôtum adriêng tôdrong kô waê oeêng rim uênh hnam naê ma choh jang hla nheêm an toan ñôêng xa Vinh Sôn"
Tại buổi tập huấn các nông dân được Tiến sỹ Sravani - chuyên gia về an toàn thực phẩm và Tiến sỹ Fran chuyên gia về công nghệ sau thu hoạch truyền đạt các yêu cầu an toàn thực phẩm trong khi thu hoạch và sau thu hoạch rau,"Dônoê maêng pôtho khan, rim naê ma ñei Tieân syõ Sravani – chuyeân gia lôêm an toan ñoâ sa oeêng Tieân syõ Fran – chuyeân gia lôêm coâng ngheâ ñôêng roêng thu yoêk pôtho khan rim tôdrong an toan ñoâ sa lôêm jônang thu yoêk oeêng ñôêng roêng thu yoêk hla nheêm"
"Qua buổi tập huấn đã trang bị cho người trồng rau an toàn các kiến thức về vệ sinh cá nhân tốt để phòng tránh sản phẩm rau bị lây nhiễm chéo tại nhà sơ chế hoặc điểm thu gom, để phòng tránh việc lây lan các bệnh có nguồn gốc từ thực phẩm và các bệnh truyền nhiễm khác","Qua maêng pôtho khan, jôh tôguêm aên naê ma pôtaêm hla nheêm an toan rim tôdrong baêt lôêm veâ sinh ôkôêu hôgeêi söê phong dôt hla nheêm laây nhieâm cheêo lôêm hnam sô cheÊâ oeêng dônoê pônhoâm, söê phong dôt tôdrong apoh rim jiê ôêi tôm ñôêng ñoâ sa oeêng rim tôdrong truyeân nhieâm nai"
Sử dụng bảo hộ lao động khi thu hoạch và sơ chế rau,Chaê yuoâ ñoâ ‘bao hoâ jônang thu yoêk oeêng pôm hla nheêm
"Việc lựa chọn, phân loại và bảo quản rau tại điểm thu gom trước khi vận chuyển đi tiêu thụ cũng như kiến thức về truy xuất nguồn gốc là an toàn thực phẩm để bảo vệ và củng cố niềm tin của người tiêu dùng","Tôdrong chaê yoêk, phaân loai oeêng jö vei hla nheêm dônoê pônhoâm adrol jônang chô naêm tieâu thu kung in tôdrong baêt lôêm truy xuaât nguoân tôm la an toan ñoâ sa söê jö vei oeêng cung coâÊ tôdrong lui ñôêng bôngai chaê yuoâ"
"Những năm qua, chính quyền các địa phương đã tích cực thực hiện các chính sách hỗ trợ đồng bào DTTS về đầu tư cơ sở hạ tầng, nâng cấp đường giao thông, đập thủy lợi, đa dạng hóa các hình thức khuyến nông, khuyến ngư","Lö sônaêm anu yuoâ ôêu, khul pôgôl rim cham pôlei jôh pôjaêng pôm rim tôdrong tôguêm naê ma kon koâng lôêm tôguêm cô sô ha taâng, poâk xuoân trong naêm, ñaâp thuy lôi, ña dang hoa rim tôdrong khuyeân noâng, khuyeân ngö"
Thực hiện có hiệu quả chương trình mục tiêu xóa đói giảm nghèo đối với đồng bào DTTS,Pôm ôêi thu yoêk tôdrong muk tieâu tuêk bôngot dônuh adriêng naê ma kon koâng
"Số hộ nghèo ở các xã vùng đồng bào DTTS giảm đáng kể từ 4 – 5%/năm, đến nay không còn hộ đói, cơ bản xóa được nhà tạm bợ","KsoâÊ uênh hnam dônuh oei rim xa apung naê ma kon koâng tôjul lö ñôêng 4 – 5% minh sônaêm, truh ahreêi biê araê uênh hnam bôngot, cô ban tuêk ñei hnam hyaêh"
Tỷ lệ hộ sử dụng điện đạt trên 90%; 90% địa bàn dân cư có đồng bào DTTS sinh sống có đường giao thông thuận lợi,"Ty leâ uênh hnam chaê yuoâ ñieân ñat loi 90%, 90% apung ôêi naê ma kon koâng yaêl arih ôêi trong naêm alöng"
"Đời sống của đồng bào DTTS được thay đổi cả số lượng và chất lượng, mặt bằng dân trí được nâng cao rõ rệt","Tôdrong yaêl arih ñôêng naê ma kon koâng ñei plih lôêm ksoâÊ löông oeêng tôdrong thu yoêk ñei, tôdrong baêt ñei poâk xuoân maê ro loi"
"Các chương trình, dự án hỗ trợ cho đồng bào DTTS có tác động tích cực, góp phần thúc đẩy kinh tế - xã hội trên địa bàn huyện phát triển toàn diện","Rim chöông trinh, dö an tôguêm aên naê ma kon koâng ôêi tôdrong pôjaêng, pôgoêp tôdrong jôraê kinh teâ xa hoâi lôêm tôring huyeân pôjing lôêm ñiê ñaêng rim tôdrong"
"Đến nay, hầu hết ở các xã, thị trấn trên địa bàn huyện đều có đồng bào DTTS sinh sống, nghề nghiệp chủ yếu vẫn là sản xuất nông nghiệp, do vậy công tác khuyến nông đối với vùng đồng bào DTTS được xem là một nhiệm vụ quan trọng, góp phần xóa đói giảm nghèo cho đồng bào DTTS","Truh ahreêi, waê ñiê oei rim xa, thi traân lôêm tôring huyeân hôdôi ôêi naê ma kon koâng yaêl arih, ngheâ nghieâp pôgloh la choh jang noâng nghieâp, yua ‘noh tôdrong khuyeâÊn noâng adriêng apung naê ma kon koâng ñei ngoê la minh tôdrong pôgloh, pôgoêp tôdrong tuêk bôngot dônuh aên naê ma kon koâng"
"Mới đây, Hội Nông dân xã Vĩnh Kim tổ chức ra mắt mô hình “Hội viên Nông dân làng Kông Trú giữ gìn an ninh trật tự” với 18 hội viên nông dân tham gia","Anao ôêu, Hoâi noâng daân xa Vinh Kim pôloêk leêch maêt moâ hinh “Naê ma noâng daân pôlei Koâng Truê jö vei an aninh traât tö” adriêng 18 naê ma noâng daân adriêng pôm"
"Mục đích việc thực hiện mô hình này là tập hợp những người có uy tín trong làng, có tâm huyết trong việc bảo vệ an ninh trật tự nhằm tham gia hòa giải, giải quyết mâu thuẫn, vướng mắc trong nội bộ nông dân kịp thời, có tình, đúng pháp luật, có hiệu quả, giữ vững an ninh - chính trị, trật tự xã hội, góp phần xây dựng nông thôn mới trong giai đoạn hiện nay","Muc ñich ñôêng tôdrong pôm moâ hinh anu la pônhoâm rim bôngai ñei naê ma gôneh gônôêm lôêm cham pôlei, ôêi nöih sôngöm lôêm tôdrong jö vei an ninh traât tö söê adriêng pôm hoa giai, tôgum maâu thuaân, rim tôdrong amaêk lôêm naê ma cham pôlei tôtam, trô troê phap luaât, ôêi thu yoêk, jö kôjaêp an ninh chinh tri – traât tö an toan xa hoâi, pôgoêp tôdrong tôjung pôm cham pôlei anao lôêm jônang ahrei"
"Các hội viên nông dân tham gia mô hình cùng ký cam kết thực hiện tốt việc vận động và giáo dục con cháu và thành viên trong gia đình và trong làng không vi phạm pháp luật và các tệ nạn xã hội; tham gia đấu tranh, tố giác tội phạm, không gây rối đánh nhau, không để xảy ra tình trang bạo lực trong gia đình, không tham gia vào các tệ nạn xã hội gây ảnh hưởng đến an ninh trật tự trong làng","Rim naê ma adriêng pôm moâ hinh adriêng ky cam keât pôm hôgei tôdrong krao akoêm oeêng pôtho khan kon mon lôêm uênh hnam oeêng lôêm cham pôlei biê pôm glaêi phap luaât oeêng rim teâ nan xa hoâi; adriêng pôm ñaâu tranh, toâ giac bôngai pôm glaêi, biê tô iêt tiê bôl, biê söê leêch tôdrong ‘bao löêk lôêm uênh hnam, biê adriêng pôm tômöt rim teâ nan xa hoâi pôm anh höông truh an ninh traât tö lôêm pôlei"
"Hội Nông dân xã Vĩnh Sơn cũng vừa tổ chức ra mắt mô hình “Nông dân nói không với tín dụng đen và bạo lực gia đình” với 118 hội viên nông dân làng Kon Blo, xã Vĩnh Sơn tham gia","Hoâi noâng daân xa Vinh Sôn kung anao pôloêk leêch maêt moâ hinh “Noâng daân khan biê adriêng tiên jung ñen oeêng ‘bao löêk uênh hnam” adriêng 118 naê ma pôlei Kon Blo, xa Vinh Sôn adriêng pôm"
"Tại lễ ra mắt, các thành viên được tuyên truyền, cảnh giác trước thủ đoạn của các đối tượng hoạt động “tín dụng đen”; tuyên truyền, vận động thực hiện không cho vay nặng lãi; không vay tiền của các tổ chức, cá nhân chưa có sự quản lý của Nhà nước; không thực hiện các hành vi quảng bá, giới thiệu, phát, dán tờ rơi về các hoạt động cho vay lãi suất cao","Dônoê maêng pôloêk, rim naê ma ñei pôtho khan, canh giac adrol rim tôdrong ñôêng bôngai pôm tin jung ñen; pôtho khan, krao akoêm pôm biê aên vei naêng lai; biê vei jeân ñôêng rim toâ chöc, kôdih ôkôêu ñim ôêi tôdrong ngoê hnhei ñôêng kôpal; biê pôm rim tôdrong quang baê, giôi thieâu, phat, dan tô rôi lôêm rim tôdrong pôm aên vei lai suaât ñuoâÊi"
"Kịp thời đấu tranh, ngăn chặn và đẩy lùi các hành vi hoạt động cho vay lãi suất cao, mua hàng hóa lãi suất cao, đòi nợ thuê… trong hội viên nông dân","Tôtam ñaâu tranh, gôên oeêng jôraê tuêk rim tôdrong pôm aên vei lai suaât ñuoâÊi, ruoât ñoâ lai suaât ñuoÊâi, yoêk sôre thueâ… lôêm naê ma"
"Tích cực học tập, nâng cao hiểu biết pháp luật, tham gia phòng chống bạo lực gia đình trong mỗi thành viên và cộng đồng","Pôjaêng hoêk tôêp, poâk xuoân tôdrong baêt phap luaât, adriêng pôm phong dôt ‘bao löêc uênh hnam lôêm rim kôdih ôkôêu oeêng naê ma cham pôlei"
100% thành viên tham gia mô hình đã ký cam kết nói không với tín dụng đen và bạo lực gia đình,100% naê ma adriêng pôm moâ hinh jôh kyê cam keât khan biê adriêng tiên jung ñen oeêng ‘bao löêk uênh hnam
"9 tháng đầu năm 2019, huyện Vĩnh Thạnh có 10 lao động tham gia xuất khẩu lao động làm việc có thời hạn ở nước ngoài qua Trung tâm Giới thiệu việc làm thuộc Sở LĐ-TB&XH tỉnh","9 kheêi kôl sônaêm 2019, huyeân Vinh Thanh ôêi 10 naê ma adriêng naêm xuaât khôu lao ñoâng pôm bieâk ôêi jônang oei nöôc ngoai qua Trung taâm tôguêm tôdrong pôm thuoâc Sô LÑ – TB&XH tinh"
"Lao động xuất khẩu tập trung chủ yếu ở các nước Hàn Quốc, Đài Loan và Nhật Bản","Lao ñoâng xuaât khôu pônhoâm lö pôgloh oei rim ñak Han Quoâc, Ñai Loan oeêng Nhaât Ban"
"Huyện cũng tổ chức 8 lớp đào tạo nghề lao động nông thôn, với kinh phí trên 849 triệu đồng",Huyeân kung pôloêk 08 lôp pôtôêp ngheâ aên naê ma cham pôlei adriêng ksoâÊ jeân loi 849 trieâu ñoâng
"Để đạt được kết quả trên, huyện Vĩnh Thạnh đã tăng cường công tác tuyên truyền, phổ biến sâu rộng các chủ trương, chính sách của Đảng, Nhà nước, của tỉnh và của huyện về công tác xuất khẩu lao động","Söê ñat ñei thu yoêk ‘noh, huyeân Vinh Thanh jôh kjung tôdrong pôtho khan rim tôdrong ñôêng Ñang, kôpal, ñôêng tinh oeêng ñôêng huyeân lôêm tôdrong xuaât khôu lao ñoâng"
"Đồng thời, phối hợp các doanh nghiệp xuất khẩu lao động có uy tín tổ chức tư vấn, tuyên truyền cho lãnh đạo thôn và người lao động","Thoi ‘noh, adriêng rim doanh nghieâp xuaât khaâu lao ñoâng ôêi uy tiên pôloêk pôñam ‘bôl, pôtho khan aên pôgôl thoân oeêng naê ma"
"Bên cạnh đó, huyện còn có các cơ chế, chính sách hỗ trợ cho người lao động như: đào tạo nghề, cho vay vốn ưu đãi, kinh phí học ngoại ngữ và giáo dục định hướng","Minh kôpah ‘noh, huyeân araê ôêi rim tôdrong tôguêm aên naê ma in: pôtôêp ngheâ, aên vei jeân öu ñai, jeân hoêk ngoai ngö oeêng giao duc ñinh höông"
"Và hơn hết là làm tốt công tác nêu gương điển hình những địa phương làm tốt công tác xuất khẩu lao động, những gia đình có người đi làm việc ở nước ngoài mang lại hiệu quả kinh tế cao trên các phương tiện thông tin đại chúng","Oeêng loi pôgloh la pôm hôgei tôdrong bône nöih sôngöm pôgloh lôêm cham pôlei pôm hôgei tôdrong xuaât khôu lao ñoâng, rim uênh hnam ôêi bôngai naêm pôm bieâk oei nöôc ngoai cheêp aên thu yoêk kinh teâ ñuoâÊi lôêm rim phöông tieân thoâng tin ñai chung"
"Thời gian gần đây, ở địa bàn các xã, thị trấn trên địa bàn huyện tình trạng thanh thiếu niên vi phạm luật giao thông đường bộ xảy ra tương đối phổ biến, đặc biệt là số thanh thiếu niên bỏ học, thường tụ tập chơi bời lêu lổng, uống rượu bia, tham gia giao thông không đội mũ bảo hiểm, chở quá số người quy định, phóng nhanh, vượt ẩu, lạn lách, đánh võng, nẹt pô trên đường vào ban đêm làm mất an toàn giao thông, gây hoang mang dư luận","Jônang jeâ ôêu, oei tôring rim xa, thi traân lôêm tôring huyeân, tôdrong ñe adruh tôdaêm pôm glaêi Luaât trong naêm ‘boh leêch khaê lö, pôgloh la ksoâÊ ñe adruh tuêk hoêk, dach pônhoâm sôhmanh, eêt jôroâ bia, naêm löêk trong biê hlôêp mu bao hieâm, chô pôgloh ksoâÊ bôngai quy ñinh, naêm ranh, lang laêch, neêt poâ löêk trong lôêm kômaêng pôm glaêi an toan trong naêm, pôm böêk xuêc lôêm naê ma cham pôlei"
"Trước tình trạng trên, Công an huyện đã phối hợp Công an các xã, thị trấn rà soát, lập danh sách 21 thanh thiếu niên thường xuyên vi phạm trật tự an toàn giao thông, mở các lớp giáo dục cá biệt và cho làm bản cam kết không tái phạm, gọi hỏi răn đe các đối tượng thường xuyên điều khiển xe mô tô đua kéo, nẹt pô gây mất trật tự an toàn giao thông","Adrol tôdrong ‘noh, Coâng an huyeân jôh adriêng coâng an rim xa, thi traân ra soat, pôm danh sach 21 ñe adruh dach pôm glaêi traât tö an toan trong naêm, pôloêk rim lôêp pôtho khan caê bieât oeêng aên pôm hla cam keât biê pôm glaêi, krao pinh pôkaê rim ñe aduh deêch naêm xe moâ toâ ñua keêo, neêt poâ pôm glaêi traât tö an toan trong naêm"
"Bên canh đó Công an huyện đã tổ chức tuyên truyền, giáo dục pháp luật an toàn giao thông tại các điểm thôn, làng trên địa bàn huyện, có 950 người tham dự","Minh kôpah ‘noh, coâng an huyeân jôh pôloêk pôtho khan, giao duc phap luaât an toan trong naêm dônoê rim thoân, pôlei lôêm tôring huyeân, ôêi 950 naê ma adriêng pôm"
